# {"t_start": 1659482831.773812, "env_id": "Bpp-v0"} 
r,l,t
7.09,49,7479.185694
8.09,49,7484.675424
8.51,53,7491.97656
8.5,54,7497.424242
8.65,56,7502.001131
8.61,58,7506.530027
8.38,55,7511.275314
8.68,53,7516.209155
8.93,59,7521.242027
7.58,46,7525.426755
8.37,54,7529.995985
6.7,50,7534.3731
8.41,56,7539.371809
8.42,56,7544.046633
8.13,56,7550.566792
7.89,50,7554.8645
8.86,60,7559.853779
8.01,52,7564.420061
7.56,51,7568.868355
7.73,49,7573.002221
7.8,53,7579.174212
8.71,58,7584.307015
7.97,55,7591.112013
5.79,35,7596.959152
7.81,50,7602.567848
3.72,26,7604.432837
7.72,51,7614.489758
7.11,44,7621.22793
7.82,54,7627.337575
8.55,57,7635.29158
8.9,57,7645.862023
8.37,58,7651.913127
7.12,45,7657.950766
7.76,54,7663.646533
2.48,16,7664.64104
7.43,52,7669.280914
8.17,55,7674.004778
7.73,49,7678.994679
7.55,53,7683.498157
7.89,53,7689.779162
7.73,48,7695.83884
7.81,50,7700.530109
8.66,56,7706.120941
8.23,57,7714.428624
6.17,36,7716.925088
8.5,55,7722.471367
7.25,47,7726.99791
7.66,50,7731.645151
8.52,55,7736.614089
8.93,59,7743.467237
7.8,54,7748.098554
8.17,55,7752.555414
8.35,56,7756.99655
8.16,55,7761.53677
6.76,42,7765.539297
8.37,58,7770.068111
9.06,62,7774.95509
8.23,57,7779.538411
8.85,58,7788.064203
7.41,50,7791.990056
8.89,62,7796.760967
7.98,51,7801.003474
4.3,32,7802.673432
7.27,46,7806.632208
9.03,58,7813.236109
7.53,53,7817.50094
8.07,53,7823.476386
7.24,46,7827.566324
4.85,35,7829.496828
7.66,50,7833.778143
8.24,54,7838.281949
8.34,53,7842.444848
7.85,48,7846.626999
8.58,58,7853.428073
8.14,57,7858.125579
8.53,58,7863.374061
9.18,60,7868.0549
8.49,53,7872.427359
6.88,41,7877.038968
8.09,52,7881.514193
8.32,54,7885.930157
8.18,55,7890.440919
8.13,56,7895.765305
8.26,52,7900.685072
2.29,17,7903.700164
8.95,60,7908.772384
7.68,54,7914.912599
7.82,53,7920.264282
7.81,56,7925.263435
8.69,58,7930.756103
9.01,60,7935.47569
7.58,47,7940.061824
7.64,48,7944.947522
7.96,52,7950.528727
7.73,49,7956.070506
8.65,53,7961.599277
8.43,56,7968.927168
7.33,48,7971.993987
8.22,57,7978.844107
8.17,57,7984.34804
8.32,57,7993.105518
8.64,55,7999.87738
6.05,38,8005.185539
8.08,56,8010.298395
8.46,60,8015.787484
8.41,58,8022.532337
7.32,44,8030.025739
8.45,54,8035.301721
8.42,54,8042.323638
8.72,56,8047.816798
8.67,58,8054.779024
8.19,55,8061.149011
8.69,58,8066.602814
8.72,52,8072.622061
8.18,55,8079.578275
8.1,58,8085.851218
8.06,52,8090.762255
8.5,55,8095.783895
8.33,51,8100.839482
8.96,62,8108.709342
7.9,52,8113.258884
7.45,48,8119.236645
7.96,50,8123.936669
8.26,53,8128.981274
7.74,51,8136.882666
1.77,10,8138.058603
8.22,55,8143.427196
8.36,54,8149.770823
8.65,56,8155.118609
8.33,55,8159.475744
8.41,62,8164.349761
8.3,60,8170.55733
9.03,61,8175.466272
8.48,60,8180.126733
8.01,52,8184.37608
7.3,45,8188.411721
7.17,43,8192.588488
4.29,29,8195.344658
6.58,40,8201.86999
7.91,53,8208.502712
8.02,57,8214.974419
9.25,60,8222.689042
8.24,58,8229.154854
8.47,52,8233.490183
8.14,56,8239.182849
7.56,47,8244.450615
8.5,55,8249.738364
8.9,62,8254.855493
8.26,52,8259.394701
7.73,48,8263.721848
7.31,46,8267.889911
8.11,56,8272.764722
8.06,53,8277.69406
3.75,26,8280.896828
8.27,54,8285.836038
8.38,56,8290.557964
7.95,51,8295.17853
8.67,59,8300.177071
9.16,63,8308.213604
7.42,48,8311.050295
8.61,56,8319.460313
8.93,58,8324.303607
8.71,60,8329.390726
7.97,51,8333.52317
8.0,54,8338.387776
8.27,51,8342.756763
5.02,32,8346.410612
6.98,40,8353.56244
8.44,56,8362.498552
7.5,45,8368.817001
7.31,46,8371.329798
7.77,49,8375.579428
8.27,50,8379.808506
7.61,49,8385.783608
8.45,56,8393.316782
7.7,49,8398.024022
6.11,40,8400.402666
8.59,62,8408.897739
7.89,48,8414.201361
8.2,55,8419.418958
8.25,54,8424.920351
8.74,62,8430.680449
8.44,54,8435.910467
7.49,53,8440.07404
7.6,49,8444.37092
8.5,54,8448.943741
8.68,53,8453.230798
8.42,57,8457.739232
9.04,61,8464.213806
9.12,58,8468.680191
8.44,55,8473.003844
9.31,61,8477.666855
7.56,47,8481.397107
6.7,45,8485.290236
9.18,60,8489.855632
7.65,54,8494.077467
5.83,39,8497.668547
8.68,59,8502.134467
8.45,55,8506.418593
4.09,26,8509.377043
5.62,33,8511.013765
6.26,39,8514.234937
6.27,38,8517.711321
7.19,49,8521.71617
7.32,46,8525.475495
8.14,54,8529.754336
5.79,40,8533.265088
8.67,57,8537.501754
6.66,44,8541.242411
8.92,59,8545.690219
7.54,49,8549.810148
8.1,55,8556.13465
6.19,36,8559.904487
8.64,59,8564.321067
7.78,51,8568.375675
8.88,58,8572.935742
7.29,48,8577.593077
8.68,54,8582.152205
6.77,42,8585.876245
8.1,49,8591.44024
8.66,53,8597.296125
8.77,59,8602.188243
7.79,50,8607.179291
8.61,58,8613.176837
8.44,55,8617.696199
7.06,46,8621.716682
7.48,51,8626.34872
8.46,53,8630.963669
8.39,59,8637.613893
7.17,45,8641.59615
7.75,54,8646.8639
9.3,64,8654.966295
7.95,51,8659.666842
7.76,54,8664.51657
7.93,57,8669.669812
9.46,60,8675.769689
8.95,58,8681.242209
5.11,36,8685.059534
8.49,56,8690.394875
8.71,59,8696.961191
3.49,23,8698.056347
8.52,54,8702.582111
0.83,6,8702.85232
8.02,50,8707.460174
8.91,61,8712.65623
7.08,42,8716.827016
8.78,58,8721.909901
8.51,59,8730.991698
5.09,30,8733.888091
7.97,55,8740.485355
9.3,59,8745.687932
8.72,57,8752.646977
8.86,62,8758.172321
8.11,51,8762.927177
8.98,63,8768.530998
8.94,61,8773.671983
9.12,63,8780.70558
7.3,45,8783.17981
8.87,56,8789.902712
7.7,49,8793.935283
8.62,59,8798.965703
8.33,52,8803.540604
6.05,35,8807.245777
7.3,54,8812.431147
8.2,56,8819.195765
7.41,44,8822.882218
8.83,59,8827.777965
6.76,43,8833.643924
8.66,56,8839.380495
4.2,27,8840.850431
9.22,60,8848.493949
7.51,51,8856.082969
7.02,50,8860.491169
8.19,52,8866.404773
7.67,52,8870.561098
7.54,47,8876.008024
7.72,52,8882.905012
7.95,48,8888.263681
8.26,55,8894.174188
8.69,55,8899.009324
7.37,46,8904.291311
8.56,55,8908.971944
8.85,58,8913.723701
7.53,48,8918.206179
9.21,60,8923.286358
8.79,59,8929.159745
7.71,51,8934.067865
8.51,57,8939.144566
9.04,60,8946.099511
8.18,51,8950.95897
8.57,57,8956.056461
9.07,60,8961.521692
8.16,54,8966.85381
7.88,55,8972.134221
8.93,59,8977.285709
7.86,50,8982.009486
8.73,59,8989.327557
8.71,62,8994.55295
7.67,51,8999.396297
7.85,55,9004.212017
7.47,47,9008.752636
6.51,45,9013.172049
7.73,52,9017.913085
7.64,46,9022.250387
8.82,55,9027.086974
8.05,53,9031.854071
8.37,52,9036.688003
7.64,47,9041.449807
7.48,53,9046.148855
8.6,56,9051.492808
9.49,60,9057.667082
8.14,55,9063.136751
1.81,13,9065.607181
7.49,49,9070.253787
8.33,58,9074.741249
9.32,59,9079.428192
7.31,47,9084.092254
8.17,52,9088.573145
7.91,50,9092.99752
8.06,57,9097.73146
8.4,57,9102.503995
8.22,58,9107.276931
8.77,57,9113.291977
7.27,51,9118.295322
8.89,59,9125.321621
8.78,58,9130.261405
8.44,57,9135.716098
8.56,59,9141.11218
7.82,50,9146.192338
8.1,57,9151.601078
6.04,37,9155.736121
6.89,42,9160.095446
7.85,56,9165.071947
8.55,57,9170.154364
8.18,52,9176.129583
9.09,62,9181.876167
8.34,55,9187.11278
8.36,53,9194.134495
8.9,63,9199.533417
8.0,56,9204.787714
6.76,41,9208.846315
8.53,57,9215.236981
8.76,57,9221.336609
8.15,53,9226.795122
8.63,60,9232.553522
8.96,64,9240.120994
8.12,50,9245.348844
7.82,49,9250.458518
8.17,54,9255.931898
8.34,53,9261.147769
3.09,19,9262.350775
7.23,44,9266.884919
8.89,59,9272.225889
8.27,59,9277.445766
7.47,45,9282.280307
8.48,54,9287.608574
7.51,45,9292.143894
7.73,50,9296.810439
7.9,55,9301.568592
8.45,53,9306.250333
7.71,51,9310.886752
7.0,44,9315.099993
7.98,51,9319.968586
7.89,50,9324.854631
7.95,51,9329.679809
8.25,53,9334.564522
8.47,56,9339.519445
8.8,57,9346.065466
7.58,47,9350.72473
4.82,27,9352.35405
9.31,61,9358.157587
7.91,54,9361.822978
6.6,43,9365.129964
8.44,53,9368.536796
8.25,57,9372.292634
7.71,53,9375.770749
6.68,39,9378.774869
7.9,49,9382.291747
8.54,53,9385.919334
8.02,52,9389.354796
8.44,56,9392.947253
7.64,49,9396.311288
7.31,47,9399.557814
8.26,54,9403.187531
8.07,51,9406.841279
8.2,55,9412.419282
8.89,56,9416.78465
7.49,51,9420.118952
8.59,53,9423.387511
8.02,55,9426.931196
7.52,49,9430.514954
8.36,56,9434.246011
7.74,52,9437.542671
8.25,51,9440.756129
8.87,57,9444.07257
7.38,43,9447.125484
8.03,51,9450.278318
7.42,43,9453.16473
9.15,59,9456.790006
6.82,40,9459.577546
8.49,62,9463.171168
7.02,46,9466.182717
8.37,56,9469.912974
7.03,45,9473.027077
8.86,56,9476.663139
6.83,42,9479.82606
7.77,50,9482.979531
1.01,7,9483.180797
7.42,47,9486.222968
8.27,56,9489.507241
8.37,52,9492.799934
7.45,52,9496.282795
8.17,55,9500.319495
8.09,56,9505.610558
2.88,17,9506.155267
9.22,62,9510.063153
8.37,57,9513.598894
8.0,55,9517.276505
3.98,27,9519.759687
7.63,48,9522.875909
6.55,39,9525.941326
8.14,52,9529.644596
8.9,64,9533.902508
7.87,57,9537.489621
8.43,62,9541.081572
0.0,1,9541.088804
7.7,52,9544.735174
7.63,49,9547.737146
5.39,36,9550.574126
8.32,57,9554.090492
8.45,52,9557.645606
7.75,50,9560.907797
7.42,50,9564.040636
8.06,52,9567.311281
8.77,63,9572.20251
6.03,38,9573.644876
6.4,36,9576.958552
8.53,56,9581.55704
8.06,52,9584.974311
8.97,63,9588.371462
7.95,49,9591.429417
7.48,49,9594.673004
7.58,47,9597.623072
7.97,48,9600.81255
8.41,53,9604.313282
8.62,57,9609.210091
8.59,58,9612.774593
8.5,62,9616.237538
8.94,60,9619.811906
4.7,33,9622.40443
8.76,56,9625.83091
8.56,54,9629.479321
7.79,53,9632.704848
8.47,55,9636.037793
8.42,54,9639.296643
2.44,18,9641.262844
8.47,54,9644.464199
8.25,55,9647.587141
8.74,59,9651.032895
7.02,45,9654.08145
7.08,44,9656.906233
6.7,44,9659.670613
8.55,55,9663.211099
7.12,46,9666.548857
9.26,64,9670.727541
8.46,53,9674.669339
8.07,52,9678.183248
7.7,50,9681.390534
8.13,53,9684.675577
8.92,62,9688.481358
8.62,57,9691.998596
7.05,42,9694.969259
6.86,44,9697.736266
7.24,47,9701.001703
8.87,56,9704.707069
8.45,58,9708.26237
8.49,57,9713.298674
8.35,55,9716.887373
7.32,48,9720.492351
1.19,9,9720.72387
8.27,56,9724.40593
8.53,56,9728.004992
8.79,58,9732.997097
7.41,52,9738.148697
8.33,52,9743.788435
7.19,49,9748.787858
7.94,54,9753.658714
7.62,55,9758.69187
6.71,41,9762.562929
8.02,58,9767.425032
2.71,18,9769.875039
8.04,53,9774.286413
5.84,40,9777.986345
8.21,53,9782.239596
7.25,47,9786.728736
3.88,28,9788.076426
8.48,59,9793.32526
7.2,46,9798.466037
7.76,50,9802.797353
7.3,45,9806.925258
7.45,46,9811.355594
7.46,47,9815.441003
8.41,54,9819.939798
8.28,54,9824.414352
8.37,57,9829.0861
7.8,56,9833.796742
8.2,57,9840.355702
7.79,53,9844.783493
7.73,51,9849.285612
7.12,46,9853.818881
8.37,55,9858.617973
8.05,54,9863.272435
7.34,47,9867.676937
7.59,52,9871.964527
8.69,55,9876.633236
6.24,38,9880.706713
7.99,52,9884.944485
8.0,55,9889.366283
7.79,54,9894.091214
8.07,53,9898.835541
7.95,51,9903.384633
8.79,60,9908.254065
7.04,43,9911.974576
8.12,53,9916.697684
8.57,52,9921.206499
3.61,26,9924.553412
3.84,27,9925.881845
7.95,54,9930.53116
6.79,40,9934.501377
7.7,50,9938.951279
8.08,52,9943.358578
8.12,51,9947.654093
8.68,54,9952.179319
6.96,46,9956.261152
7.64,48,9960.669557
6.29,40,9964.520571
5.33,40,9968.452335
7.39,48,9972.768932
8.15,52,9976.953762
7.99,50,9981.033588
8.73,58,9985.952672
6.28,38,9989.609581
6.62,43,9991.98004
8.99,59,9998.323533
7.45,46,10001.988352
7.63,44,10004.220513
6.84,42,10007.963307
7.83,53,10012.317511
8.52,55,10016.569017
7.58,50,10020.659454
8.63,55,10026.835141
7.87,55,10031.170688
7.91,55,10035.585115
2.0,13,10036.152971
8.46,52,10040.924191
8.09,53,10045.291909
8.14,55,10049.514185
8.49,55,10053.887732
7.71,51,10057.936514
8.59,60,10062.585659
7.96,56,10069.162362
7.67,55,10073.586069
8.8,55,10077.990477
1.67,11,10078.530294
8.76,58,10083.013408
8.15,53,10087.347685
7.42,47,10091.439028
5.92,36,10095.319054
7.8,50,10099.657025
7.52,53,10104.131097
8.64,57,10108.983167
6.99,46,10113.010952
8.27,53,10117.341163
7.12,44,10121.287364
8.78,58,10126.17294
8.66,58,10130.670499
7.48,51,10135.035866
1.35,10,10137.111153
8.44,57,10142.020734
9.36,62,10146.778655
8.6,57,10151.404366
8.03,57,10155.41412
8.39,53,10159.017437
5.83,37,10161.716276
7.68,50,10165.041214
6.88,51,10168.463744
7.54,48,10171.643124
7.97,51,10174.760701
7.97,56,10178.137079
7.78,55,10181.818475
9.11,61,10185.546019
8.42,53,10188.785619
7.82,52,10193.872823
8.8,60,10197.578676
9.54,61,10201.28936
7.73,54,10204.99117
9.14,60,10208.74286
8.11,47,10212.170506
6.27,39,10215.886104
7.34,52,10220.30886
8.19,57,10225.750388
7.98,50,10230.102158
8.16,53,10234.419225
6.55,38,10238.417573
7.08,48,10242.524304
7.3,44,10246.589471
5.67,40,10250.455374
8.84,56,10255.022981
8.41,56,10259.815829
8.67,59,10264.613263
7.82,51,10269.277949
8.11,53,10273.815653
7.21,49,10278.22547
8.01,52,10282.790784
8.8,60,10287.845307
8.31,56,10292.705259
8.17,51,10297.687922
8.96,61,10308.045618
7.93,49,10312.521582
8.21,56,10316.799483
7.44,46,10320.700282
8.71,61,10325.213036
7.82,52,10330.042638
8.16,53,10334.647999
6.65,45,10338.385056
7.04,45,10342.047159
8.7,54,10346.260765
7.46,46,10350.12772
7.24,48,10354.401648
7.89,51,10358.894396
7.35,46,10366.889262
7.43,49,10373.837493
8.02,52,10378.208769
8.57,55,10383.541375
8.48,53,10387.678473
7.33,48,10393.45542
7.63,49,10397.607673
8.63,58,10401.918199
7.81,50,10406.027703
7.74,57,10410.553184
8.04,53,10416.031031
7.12,46,10423.044191
8.0,50,10427.35322
8.73,58,10432.138745
7.83,55,10438.354233
8.24,54,10444.047531
7.49,46,10448.987275
8.85,59,10457.802193
8.59,57,10463.146856
7.47,51,10467.828554
7.75,54,10473.48868
8.43,52,10478.03865
7.94,53,10482.157223
8.06,54,10486.462099
9.08,58,10490.72794
5.52,31,10493.406971
8.79,62,10497.158346
8.53,56,10500.597135
6.79,48,10504.114632
8.06,49,10507.463779
3.49,22,10508.454878
7.99,51,10512.152263
8.32,54,10517.186599
9.06,57,10520.795786
8.44,54,10524.138821
7.72,51,10527.642615
8.79,56,10531.299472
9.18,60,10534.976972
7.74,55,10538.501099
8.37,54,10542.122477
7.87,52,10545.332111
8.74,56,10548.997235
8.35,56,10553.919714
8.2,55,10557.269853
7.33,45,10560.277359
7.41,46,10563.476919
8.24,52,10566.943712
8.53,57,10570.325956
8.29,54,10573.756549
8.83,57,10577.27288
8.17,54,10580.621211
3.26,20,10581.384428
7.24,49,10584.63612
8.94,61,10589.64705
9.1,59,10593.322658
8.29,55,10596.847094
8.82,58,10600.46536
7.69,49,10603.687503
8.32,56,10607.145779
8.35,59,10610.640553
8.47,54,10613.875844
7.79,51,10617.129202
4.59,31,10619.588466
7.41,50,10622.729834
4.42,29,10625.175114
4.71,35,10626.467835
7.31,50,10629.56252
8.62,56,10633.071262
8.5,57,10637.842843
9.07,56,10641.257272
0.18,2,10641.419913
5.85,34,10642.743276
1.44,11,10644.315377
8.53,57,10647.545191
8.38,55,10650.80436
7.66,50,10653.891734
6.21,41,10656.768214
6.71,43,10660.090248
8.43,60,10664.200685
8.38,54,10668.219336
1.04,8,10668.474164
8.1,51,10672.493985
7.39,52,10676.365675
7.19,45,10679.945014
7.83,46,10683.444548
8.17,53,10687.37036
7.81,49,10691.120537
7.92,50,10694.918865
8.21,54,10698.764632
7.59,51,10702.585687
8.77,57,10706.508688
7.13,45,10711.243529
8.15,59,10718.072361
8.55,61,10722.330479
7.0,45,10725.910592
8.53,55,10729.701021
4.63,29,10732.602331
7.45,49,10736.412869
8.24,53,10740.380857
8.61,59,10744.644081
8.7,62,10749.238653
8.42,55,10754.722228
8.13,54,10758.657678
7.31,52,10762.490126
7.62,45,10765.875407
6.98,43,10767.726373
8.35,53,10773.132151
7.06,45,10775.063276
8.3,52,10778.943734
8.17,56,10784.589631
7.14,50,10788.25404
7.12,46,10791.761665
8.28,54,10795.5497
8.28,58,10799.707245
6.34,39,10802.995013
9.03,60,10807.025422
7.02,45,10810.528877
6.48,46,10814.126822
7.89,52,10817.79334
6.69,42,10819.729582
8.51,58,10825.195612
8.48,53,10828.838133
7.64,50,10832.453433
7.64,53,10836.335639
7.89,51,10840.089737
8.65,55,10844.16199
8.81,60,10848.798238
6.44,42,10852.278912
8.66,56,10856.149827
8.35,51,10860.042233
6.8,46,10863.586513
7.83,51,10867.215454
8.54,54,10871.232726
8.18,53,10874.849713
8.0,53,10878.640941
2.46,15,10879.297312
7.66,47,10882.897617
7.61,53,10886.986766
7.58,46,10890.544753
8.8,56,10894.555543
8.51,57,10900.402988
8.27,51,10904.32537
8.95,60,10908.524193
7.93,56,10912.566673
1.66,12,10913.21846
7.03,43,10916.881117
8.27,57,10921.247865
6.05,36,10924.47031
7.88,54,10928.61004
5.38,31,10931.796672
7.7,51,10935.781236
7.93,58,10940.140428
6.3,44,10943.71298
8.23,54,10947.957883
7.27,50,10951.936544
8.7,54,10956.112033
8.65,57,10960.307425
8.81,59,10964.667635
8.45,54,10968.86853
6.53,44,10972.539745
8.27,55,10976.675836
8.27,54,10980.846809
9.12,58,10985.083964
8.57,62,10991.08684
8.17,49,10994.760795
8.95,60,10999.010903
6.98,48,11002.891425
8.4,55,11006.892222
8.49,53,11010.943814
3.62,24,11011.911669
7.57,47,11015.78905
8.47,53,11019.903189
8.35,56,11025.658296
8.22,55,11029.74533
7.67,50,11033.601283
8.07,53,11037.299293
8.0,51,11041.141919
7.19,47,11045.033593
7.64,46,11048.698976
7.01,47,11052.68978
7.97,55,11056.982849
7.78,51,11060.987953
7.44,49,11064.747236
7.81,49,11068.501283
8.33,54,11072.465343
8.76,55,11076.484535
8.86,57,11080.633776
8.44,54,11084.871675
4.81,35,11088.144994
7.04,45,11091.921067
8.94,58,11096.398548
8.13,55,11100.382397
8.89,58,11104.39883
8.48,56,11108.549473
7.39,48,11112.075674
8.28,52,11116.077143
7.98,56,11120.067171
7.39,47,11123.731183
8.8,57,11127.957148
8.23,54,11131.727869
7.36,44,11135.341105
7.81,55,11139.431597
7.74,51,11143.218147
5.24,34,11146.342031
4.79,31,11149.261816
8.29,52,11153.236764
7.22,47,11156.857391
8.52,54,11160.809972
0.52,6,11161.038014
6.04,40,11164.321663
8.23,53,11168.343523
8.49,53,11172.209128
9.31,60,11176.56067
9.07,63,11181.047505
8.17,56,11185.17442
7.3,48,11189.008426
8.01,54,11194.596157
8.73,58,11198.387734
7.95,52,11201.778956
7.51,58,11205.24184
9.25,61,11208.899003
6.48,39,11211.770918
6.8,44,11214.925166
7.75,53,11218.205686
7.32,52,11221.404489
6.78,44,11224.322735
7.05,43,11227.110758
8.38,55,11230.470032
8.37,56,11234.009475
8.02,57,11237.252317
8.18,54,11240.534291
8.61,56,11243.870479
7.35,47,11246.899344
8.96,59,11250.586897
8.07,54,11254.660429
6.52,47,11258.410281
8.53,54,11262.424403
8.26,56,11266.580558
8.01,56,11272.498925
7.16,46,11276.12122
7.37,53,11280.00491
7.42,49,11283.933434
2.12,15,11284.637808
7.55,46,11288.317778
7.59,48,11292.094536
2.65,18,11293.008826
8.86,59,11297.034069
7.8,51,11301.077392
6.99,46,11304.870859
8.74,59,11309.175964
6.62,43,11312.547038
7.43,49,11316.481906
7.53,53,11320.610053
8.73,60,11326.569072
7.38,55,11331.054318
8.85,60,11335.307565
7.81,51,11339.040626
8.8,59,11343.233942
8.18,56,11347.338166
8.21,54,11351.143669
5.44,33,11353.968844
6.92,45,11357.451825
9.02,59,11361.497876
7.25,50,11365.753812
8.96,59,11370.201743
9.16,62,11374.604415
5.77,34,11377.863227
8.42,55,11382.077966
8.32,53,11386.106789
1.77,12,11386.584789
7.95,50,11390.459315
7.46,53,11396.237201
8.56,56,11400.836786
8.23,52,11405.103694
8.2,53,11409.099207
8.37,53,11412.97846
9.25,62,11417.176206
7.69,48,11420.732601
8.12,52,11424.875789
7.53,48,11428.830601
8.65,60,11433.534933
7.8,49,11437.334675
8.47,57,11441.840349
8.22,55,11446.44755
8.34,53,11452.30364
7.91,50,11458.16637
7.68,48,11462.224939
7.92,51,11466.435524
7.93,53,11475.606743
8.74,57,11481.052932
8.5,54,11485.630457
6.96,43,11489.572851
7.35,48,11493.889916
8.78,58,11498.096496
7.92,52,11501.841459
8.64,58,11506.002797
8.71,56,11509.91961
7.36,44,11513.387058
8.32,56,11517.358094
8.41,55,11521.349992
7.93,53,11525.320358
7.68,48,11529.331247
7.89,52,11533.267815
7.71,49,11537.157551
7.93,56,11541.327477
2.78,20,11544.181872
8.47,60,11548.616715
7.38,55,11552.76077
7.8,57,11557.102273
8.72,56,11561.273014
8.16,51,11565.178474
7.45,51,11569.346734
8.74,61,11575.589762
6.61,37,11577.268759
7.62,50,11581.085765
7.19,44,11584.769317
7.66,48,11588.639111
6.71,49,11592.595163
7.73,50,11596.565685
8.1,54,11600.692635
7.59,48,11604.77288
7.6,48,11608.502977
8.35,61,11613.105176
8.71,57,11621.236183
7.95,48,11627.476897
8.3,50,11631.73681
8.16,55,11636.107969
8.49,56,11643.149868
